CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size,Cluster
1,1,-1.0973056309648674,-1.716851102381831,-0.4328399607817562,5,-0.880508548077507,0.1409289669346635,2
2,1,-1.0213861749098432,-1.3066247009398038,1.0590507453385365,2,-0.415095538318516,-0.3806774947679576,2
3,0,-1.0593459029373553,-0.2605473772626343,-1.6050398013048432,2,-0.880508548077507,-1.4238904181731997,2
4,0,-0.9454667188548191,-0.8143530192093711,0.9169659161842229,7,-1.1132150529570024,-0.9022839564705787,2
5,0,-0.6417888946347228,-1.2450907407234997,-0.3973187534931778,3,-0.6478020431980115,1.1841418903399057,2
6,0,-0.9834264468823312,-0.8348643392814724,0.8814447088956445,0,-1.1132150529570024,-0.9022839564705787,2
7,0,-0.48994998252467464,-1.3886699812282093,-1.6050398013048432,5,-0.880508548077507,-0.3806774947679576,2
8,0,-0.9454667188548191,-0.30157001740683703,1.5208264400900555,5,-0.880508548077507,-0.3806774947679576,2
9,1,0.6108821302731746,-0.034922856469519356,-1.7116034231705786,2,-1.1132150529570024,-0.3806774947679576,2
10,0,-0.6797486226622348,-0.014411536397417992,0.7393598797413309,0,-0.880508548077507,0.1409289669346635,2
11,1,0.7247613143557108,-1.8809416629586417,-1.3208701429962162,2,-0.880508548077507,-0.3806774947679576,2
12,0,-0.48994998252467464,-0.11696813675792479,1.6984324765329475,5,-0.18238903343902044,0.1409289669346635,2
13,0,0.3831237621081024,-0.3836152976952425,-1.2853489357076378,4,-1.1132150529570024,0.6625354286372845,2
14,0,-0.9075069908273071,-0.1579907769021275,0.9169659161842229,7,-0.880508548077507,-1.4238904181731997,2
15,1,-0.41403052646965055,-1.6348058220934256,-1.3563913502847944,1,-1.1132150529570024,-1.4238904181731997,2
16,1,-0.9834264468823312,-0.9784435797861819,0.9880083307613796,5,-0.880508548077507,-0.9022839564705787,2
17,0,-0.48994998252467464,-1.429692621372412,-0.5749247899360698,6,0.9811434909584571,0.6625354286372845,2
